Vishvaniketan Vidyavihar,"Naranpura, Ahmedabad - 380013, Near Swaminarayan Temple",+(91)-8866009922,http://www.vishvaniketan.com,,3.9,"Schools , Playgroups , English Medium Schools , Kindergartens , Gseb Schools , Nursery Schools"
Raghunath Kanya Vidhyalaya,"C/O Parth H S Vidhyalay, LAL Bahadur Shastri Road, Bapu Nagar, Ahmedabad - 380024, Anil Starch Mill",+(91)-79-22761264,,,3.7,"Schools , Gseb Schools , Hindi Medium Schools , Girls Schools"
Reubs Higher Secondary School,"Prabhu Park, Punit Marg, Maninagar, Ahmedabad - 380008, Opposite Ramji Mandir",+(91)-79-25468874,http://www.reubsschool.net,,4.2,"Schools , English Medium Schools , Gseb Schools"
Shree Gayatri Vidhyalaya,"Payal Nagar, Naroda, Ahmedabad - 382330, Opposite Devi Multiplex",+(91)-79-22802398,,,4.3,"Schools , Gujarati Medium Schools , Gseb Schools"
Sadhu Vaswani School,"Sadhu Vaswani Road, Airport, Ahmedabad - 382475, Behind Police Lane, Sardarnagar","+(91)-79-22864608 , +(91)-9974003127 , 22864367 , 22864905",,,4.2,"Schools , English Medium Schools , Kindergartens , Gseb Schools"
Tapovan Vatsalyadham School,"Amiyapur, Sabarmati Gandhinagar Highway, Chandkheda, Ahmedabad - 382424, Post Sughad","+(91)-79-23276901 , +(91)-9879558157 , 9898358158 , 23276902 , 23276903",http://www.tapovansanskarpith.org,,4.3,"Schools , English Medium Schools , Gujarati Medium Schools , Boarding Schools , Gseb Schools"
A One Xaviers English School,"Snme Campus, Nikol Road, Naroda, Ahmedabad - 382330, Opposite Adishwar Nagar Bus Stop","+(91)-79-22819420 , +(91)-9998966855",,,3.9,"Schools , English Medium Schools , Nursery Schools , Kindergartens , Schools For Higher Secondary , Schools For Secondary"
Shree Vidyanagar High School,"Ashram Road, Usmanpura, Ahmedabad - 380013, Near Under Bridge, Opposite Usmanpura Garden","+(91)-79-27540407 , +(91)-9879989332 , 27542244",http://www.shreevidyanagarschool.org,,4.4,"Schools , English Medium Schools , Playgroups , Gujarati Medium Schools , Gseb Schools , Kindergartens"
ST Marys School,"Gota Vadsar Raod, Gota Gam, Ahmedabad - 382481, Near Vasantnagar Township, Ognaj","+(91)-79-241678 , 241944",,,4.4,"Schools , English Medium Schools , Kindergartens , Gseb Schools , Nursery Schools"
Madhav International School,"Pranami Nagar, Vastral, Ahmedabad - 382418, Near Madhav Park- 3, Madhavnagar",,http://www.madhavinternationalschool.org,,4.2,"Schools , English Medium Schools , ICSE Schools"
Anand Niketan Bhadaj (Not in Business),"Opp Ahmedabad Dental College, Bhadaj - Ranchhodpura Road, Bopal, Ahmedabad - 380058",,,,0.0,
Pinnacle Public School,"Plot No 105/A, Limbadia, National Highway No 8, Nana Chiloda, Ahmedabad - 382330, Near Narmada Canal...","+(91)-9687639953 , 9687639954",http://www.pinnaclepublicschool.com,,4.3,"Schools , CBSE Schools , English Medium Schools , Kindergartens"
Vidhyanagar High School,"100 Ft Anand Nagar Road, Satellite, Ahmedabad - 380015, Opposite Vrajdham Haveli, Opposite Seema Hall","+(91)-79-65231300 , 65241300 , 65251300",,,3.9,"Schools , English Medium Schools , Gujarati Medium Schools , Kindergartens , Nursery Schools , Schools For Higher Secondary , Schools For Secondary"
Navyug Vidyalaya,"285, Shivkrupa Society, Naroda Road, Naroda, Ahmedabad - 382330","+(91)-79-22812038 , +(91)-9824133260",,,4.5,"Schools , Gujarati Medium Schools , Kindergartens , Gseb Schools , Nursery Schools"
Gyandeep Hindi High School,"ONGC Colony, Chandkheda, Ahmedabad - 382424","+(91)-79-23296875 , +(91)-9898194819 , 23298181",http://www.gyandeepip.org,,4.2,"Schools , English Medium Schools , Gseb Schools , Hindi Medium Schools"
Podar International School,"78/1, Chandravati Farm, Vastral Ring Road, Vastral, Ahmedabad - 382418, Near Raf Camp, Near Ramol To...","+(91)-7574807065 , 7574807047",http://www.podareducation.org,,4.3,"Schools , CBSE Schools , English Medium Schools , Playgroups , Nursery Schools , Kindergartens"
St Xaviers,"Nikol Road, Naroda, Ahmedabad - 382330",+(91)-79-29292774,http://www.xaviersnaroda.knewcleus.com,,4.4,"Schools , English Medium Schools , Gseb Schools"
Sardar Patel High School,"Maninagar, Ahmedabad - 380008, Near Vasantnagar",+(91)-79-25460146,,,4.3,"Schools , Gujarati Medium Schools , Gseb Schools"
Swaminarayan School,"Swaminarayan Mandir Compound, Daxini Railway Crossing, Maninagar, Ahmedabad - 380008","+(91)-79-65440707 , +(91)-9879855031 , 9724171281",,,4.2,"Schools , Gujarati Medium Schools , Gseb Schools"
Solaris Public School,"Sharda Vidhyalaya Campus, Bhuyangdev Cross Road, Sola Road, Ahmedabad - 380063, Near Utsav Party Plot","+(91)-79-27470850 , +(91)-9998142100 , 8128222330 , 27450850",,,4.0,"Schools , English Medium Schools , Playgroups , Gseb Schools , Kindergartens"
Shree Swaminarayan Gurukul,"Ahmedabad Ho, Ahmedabad - 380001, Kanbha Village, Taluka- Daskroi","+(91)-79-286750 , 286001 , 286003",,,4.2,"Schools , English Medium Schools , Gujarati Medium Schools , Boarding Schools , Gseb Schools"
K R Raval Vidhya Sankool,"Balol Nagar Cross Road, Ranip, Ahmedabad - 382480, Near Auda Garden, Opposite Balolnagar","+(91)-79-27530319 , +(91)-9909430388 , 9327097601 , 27524800",,,4.1,"Schools , Language Classes For English , English Medium Schools , Gujarati Medium Schools , Kindergartens , Language Classes , Nursery Schools , Educational Institutions , Schools For Secondary"
Kasturba Gandhi Primary School,"Sola Road, Naranpura, Ahmedabad - 380013, Paras Nagar",+(91)-79-27486886,,,3.9,"Schools , Gujarati Medium Schools"
B J Mehta Modern High School,"Gheekanta Road, Gheekanta, Ahmedabad - 380001, Near Old Sandesh Press, Ghetiya Wadi",+(91)-79-25622720,,,4.0,"Schools , Gujarati Medium Schools , Kindergartens , Gseb Schools , Nursery Schools"
Swastik School,"New Vadaj, Ahmedabad - 380013, Opposite Juhu Park, Near Swaminarayan Temple",+(91)-79-27646244,,,3.9,"Schools , Playgroups , English Medium Schools , Gujarati Medium Schools , Kindergartens , Gseb Schools"
Sandipani School,"9, Gurukul Society, Shahibaug, Ahmedabad - 380004, Behind Circuit House","+(91)-79-22867609 , +(91)-9898953119",,,4.3,"Schools , Kindergartens , Nursery Schools"
Pragati High School,"Ambica Estate, Khokhra Road, Kankaria, Ahmedabad - 380022, Opposite Apparel Park, Near Ambica Mill N...","+(91)-79-22163686 , 22160658",http://www.pragatischool.com,,4.4,"Schools , English Medium Schools , Kindergartens , Gseb Schools , Hindi Medium Schools"
Gangaba School,"Ashram Road, Ahmedabad - 380009, Near Chinubhai Tower, Opposite Kheti Bank, Near Reform Club, Near N...","+(91)-79-26587501 , 26580538",,,3.9,"Schools , Playgroups , English Medium Schools , Kindergartens , Gseb Schools , Nursery Schools"
Amrit Jyoti High School,"Ellis Bridge, Ahmedabad - 380006, Opposite Pritamnagar Akhada, Near Sharda School","+(91)-79-26589590 , 26585116",http://www.amritjyoti.ac.in,,4.0,"Schools , English Medium Schools , Kindergartens , Gseb Schools , Nursery Schools , Schools For Higher Secondary"
Nutan English School,"Ghatlodia, Ahmedabad - 380061, Near Prabhat Chowk","+(91)-79-27472687 , 27470420 , 27498400",,,4.1,"Schools , English Medium Schools , Gujarati Medium Schools , Kindergartens , Gseb Schools"
Tripada Day School,"Naranpura, Ahmedabad - 380013, Near Suhag Party Plot, Near Nirnaynagar Under Bridge, Pragatinagar",+(91)-79-27476636,http://www.tripada.org,,3.6,"Schools , Playgroups , English Medium Schools , Kindergartens , Gseb Schools , Nursery Schools"
JAY Ambe ghs School,"Uttamnagar, Maninagar, Ahmedabad - 380008, Opp Hirabhai Tower","+(91)-79-25451731 , +(91)-9714423850",,,4.3,"Schools , Gujarati Medium Schools , Gseb Schools"
Trinity English School,"3 Jaitun Park Society, Narayan Nagar Road, Paldi, Ahmedabad - 380007, Near Shantivan","+(91)-79-26645378 , +(91)-9601098929",,,3.8,"Schools , English Medium Schools , Kindergartens , Nursery Schools"
Shraddha Vidya Mandir,"Jodhpur Gam Road, Satellite, Ahmedabad - 380015",+(91)-79-26922616,,,4.4,"Schools , Gujarati Medium Schools , Kindergartens , Gseb Schools"
Gayatri Vidhyalaya,"Ashirwad Society, Patanjali Soceity, National Highway No 8, Khodiyar Nagar, Ahmedabad - 382350, Nr C...","+(91)-79-22874506 , +(91)-9426014742 , 9979744173 , 9979431027 , 9427029229 , 55438549",,,3.9,"Schools , B Ed Colleges , B Ed Institutes"
Divine Life International School,"Swaminarayan Temple, Kathwada Road, Naroda, Ahmedabad - 382330, Opposite Haridarshan Cross Road",+(91)-9099088022,,,3.9,"Schools , English Medium Schools , Gujarati Medium Schools , Kindergartens , Gseb Schools"
Nutan Fellowship High School,"Nr Sales India, Ashram Road, Ahmedabad - 380009, B/H Swastik Super Market",+(91)-79-26589606,,,3.9,"Schools , Gujarati Medium Schools , Gseb Schools"
Girdharnagar Shahibaug Madhyamik Shala,"3, Girdharnagar Society, Shahibaug, Ahmedabad - 380004","+(91)-79-22884944 , +(91)-9824066834 , 22861542 , 22868191",,,4.5,"Schools , English Medium Schools , Gujarati Medium Schools , Schools For Secondary"
The National High School,"C/O, Apang Manav Kalyan Kendra, Bhuyangdev Cross Road, Sola Road, Naranpura, Ahmedabad - 380013","+(91)-79-27480484 , +(91)-9376147559 , 27456688",,,4.0,"Schools , Playgroups , English Medium Schools , Gujarati Medium Schools , Gseb Schools"
Mangaldeep Higher Secondary School,"Nirnay Nagar, Achaleshwar Mahadev Road, Ranip, Ahmedabad - 382480","+(91)-79-27520822 , +(91)-9998365401",,,3.8,"Schools , Colleges , Schools For Higher Secondary , Colleges For Home Science"
Maharshi Sandipani School,"Haridarshan Cross Road, Naroda, Ahmedabad - 382330, Opposite Swaminarayan Park 2","+(91)-79-29293391 , +(91)-8866807711 , 8141478790",http://www.msschool.in,,5.0,"Schools , English Medium Schools , Gujarati Medium Schools , Kindergartens , Nursery Schools , Gseb Schools"
New Gayatri Higher Secondary School,"D Cabin Sabarmati, Ahmedabad - 380005",+(91)-9824432096,,,5.0,Schools
F D High School,"Sarkhej Road, Juhapura, Ahmedabad - 380055, Near Juhapura Bus Stand, Near Vishala Circle","+(91)-79-26822185 , +(91)-9724342569",,,4.0,"Schools , English Medium Schools , Gujarati Medium Schools , Gseb Schools"
B V D High School,"Canal Road, Ghodasar, Ahmedabad - 380050, Opposite Ghanshyam Nagar",+(91)-79-25328555,,,4.1,"Schools , Gujarati Medium Schools , Kindergartens , Gseb Schools , Schools For Higher Secondary , Schools For Secondary"
Sri Sri Ravishankar Vidya Mandir,"Manipur Road, Bopal, Ahmedabad - 380058, Near Godhavi Lake, Opposite Godhavi Jain Temple","+(91)-9327613730 , 9327513738 , 9327513737",http://www.ssrvm.org,,4.4,"CBSE Schools , Schools , English Medium Schools , Playgroups , Nursery Schools , Kindergartens"
K R K Verma School,"Sola Road, Ahmedabad - 380063, Opp Pratiksha Apartments","+(91)-79-27441500 , 27485880 , 30141500",http://www.krkvschool.com,,4.3,"Schools , Playgroups , English Medium Schools , Kindergartens , Nursery Schools"
Shree Sathya SAI Vidya Mandir,"Gokuldham, Vejalpur, Ahmedabad - 380051, Beahind Vejalpur Police Chowky",+(91)-79-26814722,http://www.saischoolabd.org,,5.0,"Schools , English Medium Schools , Kindergartens , Gseb Schools"
Prashant Higher Secondary School,"Jivraj Park, Ahmedabad - 380051, Near Vishwamitri Bus Stand",+(91)-79-26810317,,,3.8,"Schools , Gujarati Medium Schools , Gseb Schools"
Nandish Madhyamik Shala,"Vatva, Ahmedabad - 382440",+(91)-9099936096,,,0.0,Schools
Jyoti Vidhya Vihar,"Isanpur, Ahmedabad - 382443",+(91)-9408137700,,,0.0,Schools
New Meghdoot Vidya Vihar High School,"P D Pandya College Campus, Ghodasar, Ahmedabad - 380050, Near Muktajivan Smruti Mandir","+(91)-79-25833339 , +(91)-9723815626",,,4.3,"Schools , English Medium Schools , Gujarati Medium Schools , Gseb Schools"
St Bosco English School,"Bhairavnath Road, Maninagar, Ahmedabad - 380008, Opposite Meera Cinema","+(91)-79-25432592 , +(91)-9898136144",,,3.5,"Schools , English Medium Schools , Kindergartens , Nursery Schools , Schools For Secondary"
Amit High School,"Vatva Gidc, Ahmedabad - 382445",+(91)-79-22870870,,,3.0,"Schools , English Medium Schools"
Hari OM Hindi High School,"Maninagar East, Ahmedabad - 380008, Near Lakshminarayan Municipal Water Tank","+(91)-79-22721478 , +(91)-9426177280",,,4.6,"Schools , Gujarati Medium Schools , Gseb Schools , Hindi Medium Schools"
Jyot Academy Of Learning,"9 Classic Avenue, Lakhudi X Road, Navrangpura, Ahmedabad - 380009, Near Swati Society","+(91)-79-27913490 , +(91)-9601781170",,,5.0,"Schools , IGCSE Schools , BBA Colleges"
Kalyan School,"Khokhara Mehmadabad, Ahmedabad - 380008, Opposite Ahmedabad District Co Operative Bank, Rohit Mill C...","+(91)-79-22770094 , +(91)-9428808458",,,4.9,"Schools , Gujarati Medium Schools , Gseb Schools"
Sanskar High School,"Kapdiwad, Punit Chawk, Raipur, Ahmedabad - 380001",+(91)-79-22145422,,,4.0,"Schools , Gujarati Medium Schools , Gseb Schools"
Saraswati Vidyamandir Sola,"Sola Road, Ahmedabad - 380061",+(91)-9825778976,,,0.0,Schools
United International Pre-school,"1 Rajdhani Bunglows, Arpan School Road, Vastral, Ahmedabad - 380026, Nirant Cross Road",+(91)-8264826411,http://www.unitedkidszone.com,,5.0,"Schools , English Medium Schools , International Schools"
Prerna Higher Secondary School,"Rabari Colony Cross Road, Amraiwadi, Ahmedabad - 380026, Opposite Bharat Party Plot",+(91)-79-30495224,,,3.8,"Schools , Gujarati Medium Schools , Kindergartens , Gseb Schools , Schools For Higher Secondary , Schools Nursery To X"
Forum School,"B/33, Champaner Society, Usmanpura, Ahmedabad - 380013, Nr Usmanpura",+(91)-79-27557406,,,4.7,"Schools , English Medium Schools , Gujarati Medium Schools , Kindergartens , Gseb Schools"
Smruti Vidhyalaya,"1239, Kalupur, Ahmedabad - 380001, Nr Swaminarayan Mandir, Khodi Ambali",+(91)-79-22169753,,,5.0,"Schools , Gujarati Medium Schools , Gseb Schools"
Tutorial High School,"819, Tankshal Road, Kalupur, Ahmedabad - 380001, Nr Haja Patel Pole, Nr N C Bodywala College",+(91)-79-25394549,,,4.0,"Schools , Gujarati Medium Schools , Gseb Schools"
Matruchhaya High School,"Sukharam Nagar, Gomtipur, Ahmedabad - 380021, Opposite Nehru Park Society, Near Sukharam Nagar, Near...","+(91)-79-22778171 , +(91)-9974525232",,,3.3,"Schools , Gujarati Medium Schools , Gseb Schools"
Nest Public School,"Nandanvan Complex, Ghatlodia, Ahmedabad - 380061, Nirnay Nagar",+(91)-79-27624863,http://www.nestpublicschool.com,,4.0,"Schools , English Medium Schools , Gujarati Medium Schools , Gseb Schools"
Akhandanand High School,"Harivansh Society, Shahpur Ahmedabad, Ahmedabad - 380004, Nr Fire Station",+(91)-79-25628240,,,5.0,"Schools , Gujarati Medium Schools , Kindergartens , Gseb Schools , Nursery Schools , Hindi Medium Schools"
Sacred Heart High School,"2 Nandanbaug, Sujata Flats & Rajkamal Restaurant Lane, Shahibaug, Ahmedabad - 380004, Nr Radhe Dairy",+(91)-79-22868897,,,4.5,"Schools , English Medium Schools , Gseb Schools"
Glory International School,"1st Floor, Aditya, Jivan Twin Road, Nikol, Ahmedabad - 380024, Opposite Shridhar Bungalows, Behind K...","+(91)-79-22951188 , +(91)-9825396791",http://www.gloryinternationalschool.org,,4.3,"Schools , English Medium Schools , ICSE Schools , Kindergartens , Nursery Schools"
New Upasna Vinay Mandir,"Narnarayan Complex, Bst Main Road, Chainpur, New Ranip, Ranip, Ahmedabad - 382470","+(91)-79-29098249 , +(91)-9426346052",,,4.3,"Schools , Gujarati Medium Schools , Gseb Schools"
G D High School,"Sahijpur Cross Road, Sahijpur Bogha, Ahmedabad - 382345","+(91)-79-22816356 , +(91)-9898744485 , 8128694485",,,4.2,"Schools , Gujarati Medium Schools , Gseb Schools"
Kishore G K Higher Secondary School,"Kubernagar, Ahmedabad - 382340, Bunglow Area","+(91)-79-22812622 , 22813741 , 22819121",,,3.4,"Schools , English Medium Schools , Kindergartens"
Sm Hindi Uchhatar Madhyamik Vidhyalay,"Naroda, Ahmedabad - 382330",+(91)-9998843381,,,0.0,Schools
Sheth R T Agrawal Hindi High School,"Odhav, Ahmedabad - 382120",+(91)-9328088699,,,5.0,Schools
Mahavir Hindi Vidhyalay U M,"Isanpur, Ahmedabad - 382443",+(91)-9898535555,,,0.0,Schools
Shree C P Patel Fellowship High School,"Mahalaxmi, Ahmedabad - 380007",+(91)-9998966071,,,0.0,Schools
Balghar School,"B M Institute Campus, Nr Capital Commercial Centre, Ellis Bridge, Ahmedabad - 380006","+(91)-79-26578356 , +(91)-9428593136",,,3.5,Schools
G M Prakash High School,"Opp Corrian, Relief Road, Ahmedabad - 380001, Bh Ketana Hotel",+(91)-79-22161106,,,4.0,Schools
Asarwa Vidhyalay,"Asarwa, Ahmedabad - 380016, Near Nilkanth Mahadev, Asarwa Chakla",+(91)-79-22139384,,,3.4,"Schools , Gujarati Medium Schools , Gseb Schools"
Urja Vidyalaya,"Near Torrent Power, Sabarmati, Ahmedabad - 380005",+(91)-79-27502725,,,4.0,Schools
Chandra Bhanu School,"Vejalpur, Ahmedabad - 380051, Near Indranil Society, Jivraj Park","+(91)-79-26822906 , +(91)-9825900550",,,5.0,"Schools , Gujarati Medium Schools , Kindergartens , Gseb Schools"
Kusum Vishnubhai Patel Higher Secondary School,"Ahmedabad Ho, Ahmedabad - 380001",+(91)-9427324848,,,0.0,Schools
P J High School,"Arbuda Cross Road, Odhav Gam, Ahmedabad - 382415, Near Rajendra Park, Purnima Nagar","+(91)-79-22872618 , +(91)-9879506693",,,3.5,"Schools , Gujarati Medium Schools , Kindergartens , Gseb Schools , Nursery Schools"
Ravi Madhyamik Shala,"Bopal, Ahmedabad - 380058",+(91)-9979973300,,,4.0,Schools
Asmi High School,"Vatva, Ahmedabad - 382440",+(91)-9429357629,,,5.0,Schools
B K National Public School,"Maninagar, Ahmedabad - 380008",+(91)-8000258727,,,0.0,Schools
A G High School & G & D Parikh Higher Secondary School,"Naranpura, Ahmedabad - 380013",+(91)-9376122058,,,0.0,Schools
Shri Satyasai Vidya Mandir,"Vejalpur, Ahmedabad - 380051",+(91)-9374710545,,,3.0,Schools
Muktjivan Science School,"Isanpur, Ahmedabad - 382443, Opposite Samratnagar",+(91)-79-25730414,,,0.0,"Schools , English Medium Schools , Gujarati Medium Schools , Gseb Schools"
Gls N R Primary School,"LAL Bunglow, Navrangpura, Ahmedabad - 380009, Opp Amts Quarters,",+(91)-79-26430813,,,0.0,"Schools , English Medium Schools"
Shri C V Mistry Saraswati Kanya Vidhya Mandir,"Dholka, Ahmedabad - 382225",+(91)-9898472306,,,5.0,Schools
Lion Club School,"Modern Bakery Road, Naroda, Ahmedabad - 382330",,,,4.0,Schools
Cradons Preparatory School,"2, Suryapuja, Judges Bungalow Road, Bodakdev, Ahmedabad - 380054, Opposite Chief Justice Bunglow","+(91)-79-30221790 , +(91)-7600834467",http://www.cradons.com,,5.0,"Schools , Playgroups , English Medium Schools , Kindergartens , Nursery Schools"
Shree Krishna Kids Foundation,"Bunglow No 36, Aalok 3, Madhav School Road, Vastral, Ahmedabad - 380026, Near Pranami Bunglow","+(91)-9427267965 , 9376144207",,,3.0,"Schools , CBSE Schools , Playgroups , English Medium Schools , Kindergartens , Schools Nursery To VII"
Kids Garten School,"G Road, Ahmedabad HO, Ahmedabad - 380001, Opposite Nest Hotel, C",+(91)-79-26404546,,,4.0,"Schools , Kindergartens , Nursery Schools , Schools Nursery To X"
I D Patel Education Campus,"Satellite, Ahmedabad - 380015, Behind Times Of India, Near Vejalpur Railway Station",+(91)-9925242860,http://www.idpcampus.org,,5.0,"Schools , English Medium Schools , Gujarati Medium Schools , Kindergartens , Gseb Schools"
Harmony Play School & Nursery,"Sarkhej Gandhinagar Highway, Ahmedabad - 380055, B/H Karnavati Club","+(91)-79-29296608 , +(91)-9825506524 , 27913444",,,4.0,"Schools , Playgroups , Kindergartens , Nursery Schools"
Gyanda Girls High School,"K K Nagar Road, Ghatlodia, Ahmedabad - 380061, Opposite Vidhata Society, Rannapark",+(91)-79-27602565,,,3.8,"Schools , Gujarati Medium Schools , Gseb Schools , Kindergartens , Girls Schools"
Vishwa Vidhyalaya High School,"New Civil Road, Asarwa, Ahmedabad - 380016, Nr Haripura","+(91)-79-22123028 , +(91)-9879027737 , 9904791452",,,4.4,"Schools , Gujarati Medium Schools , Gseb Schools"
Shree Narayana English Medium School,"Gurudev Nagar, Off Kharicut Canal, Naroda, Ahmedabad - 382330, Opp Navyug School",+(91)-79-65451100,,,4.1,"Schools , English Medium Schools , Kindergartens , Gseb Schools , Nursery Schools , Schools For Higher Secondary"
Mother Teresa Memorial School,"Ghuma Telav Road, Ghuma, Ahmedabad - 380058, Opposite Mica Institute",+(91)-79-30931874,http://www.motherteresaschools.in,,4.9,"Schools , English Medium Schools , Kindergartens , Nursery Schools , Gseb Schools , Schools Nursery To VII"
Samarth Vidya Vihar High School,"Law Garden, Ahmedabad - 380009, Near Samartheshwar Temple, Near Law Garden",+(91)-79-26465985,,,4.1,"Schools , Gujarati Medium Schools , Gseb Schools"
New Saurabh Higher Secondary School,"Ankur Ghatlodia Road, Ghatlodia, Ahmedabad - 380061, Behind Rannapark Bus Stand, Ranna Park","+(91)-79-27489900 , 27455900",,,4.4,"Schools , English Medium Schools , Gujarati Medium Schools , Kindergartens , Gseb Schools , Nursery Schools"
Bhavna School,"Maruti Chamber, Vastral Road, Vastral, Ahmedabad - 382418","+(91)-79-65493244 , +(91)-9825537326",,,4.3,"Schools , Gujarati Medium Schools , Gseb Schools , Girls Schools"
Sanghavi High School,"Naranpura, Ahmedabad - 380013, Opp Shubhlaxmi Complex, Nr Bank Of Baroda",+(91)-79-27472002,,,3.7,"Schools , Gujarati Medium Schools , Gseb Schools"
R C Patel Madhyamik School,"Vasna, Ahmedabad - 380007, Near Kalupur Bank, Near Vishram Park Society",+(91)-79-26642865,,,4.0,"Schools , Gujarati Medium Schools , Kindergartens , Gseb Schools"
P G Little Star High School,"Kankaria, Ahmedabad - 380022, Nr Harish Chambers, Old Dhor Bazar",+(91)-79-25430757,,,3.9,"Schools , English Medium Schools , Gseb Schools"
Unnati Vidhyalay School,"Mahalaxmi Society, Paldi, Ahmedabad - 380007","+(91)-79-26601330 , +(91)-9824377435",,,4.0,"Schools , Gujarati Medium Schools , Kindergartens , Gseb Schools"
Sheth Amulakh Vidhyalay,"Sarkhej Gandhinagar Highway Road, Gota Road, Ahmedabad - 382481, Near Rangat Hotel","+(91)-79-242331 , +(91)-9426305099",http://www.shethamulakh.com,,4.7,"Schools , Gujarati Medium Schools , Gseb Schools , Girls Schools , Schools For Higher Secondary , Schools Nursery To X , Schools Nursery To VII"
Swastik Kids Pre School,"B-12/13, Uma Sharnam , B/h.Dev Residency, Gota Gam, Ahmedabad - 382481, Nr.ICB Iceland,Vandematram R...","+(91)-9067872678 , 9408782164",,,3.0,"Schools , Playgroups , English Medium Schools , Kindergartens"
Radiant Nursery School,"5, Manekbaug Society, Nehrunagar Cross Road, Ambavadi, Ahmedabad - 380015, Opp Kanchandeep Apartment...",+(91)-79-26746666,,,3.6,"Schools , Playgroups , English Medium Schools , Kindergartens"
Global Mission School,"K K Nagar Road, Ghatlodia, Ahmedabad - 380061, Near Shivanand Apartment, Opposite Varahi Party Plot",+(91)-79-27605466,,,4.1,"Schools , Gujarati Medium Schools , Kindergartens , Gseb Schools"
VIP International School,"New India Colony, Nikol Naroda Road, Nikol, Ahmedabad - 380024, Near Ankur Tenament","+(91)-79-29092501 , +(91)-9998095556 , 8141479128 , 9727585481",http://www.vipinternationalschool.org,,4.0,"Schools , English Medium Schools , ICSE Schools , Gseb Schools , Nursery Schools , Kindergartens"
Lotus High School,"Lotus Campus, Isanpur, Ahmedabad - 382443, Near Viratnagar Bus Stop","+(91)-79-25398281 , +(91)-9898509978",,,4.2,"Schools , Gujarati Medium Schools , Gseb Schools"
Rashtra Bharti Hindi High School,"C/O Gangana Education Trust, CTM Hatkeshwar Road, Khokhara Mehmadabad, Ahmedabad - 380008",+(91)-79-25850157,,,4.6,"Schools , Gujarati Medium Schools , Kindergartens , Gseb Schools , Nursery Schools , Hindi Medium Schools"
Seth Shri I N Patel Swaminarayan,"Nirnaynagar To Ranip Road, Nirnay Nagar, Ahmedabad - 382481, Near Rameshwar Mahadev Temple",+(91)-79-27624462,,,4.2,"Schools , English Medium Schools , Gujarati Medium Schools , Gseb Schools"
Navrang Madhyamik Shala,"Naranpura, Ahmedabad - 380013",+(91)-9426357408,,,5.0,Schools
The National High School,"Sola Bhagwat, Ahmedabad - 380060",+(91)-9327027442,,,5.0,Schools
Shanti Juniors,"Shyamranta Common plot, Opp. Panchdev Mahadev Road, Ghatlodia, Ahmedabad - 380061, Karmacharinagar R...","+(91)-9099044148 , 8758731560",http://www.shantijuniors.com,,4.0,"Schools , Playgroups , English Medium Schools , Activity Class , Nursery Schools , Public Schools , Schools Nursery To X , Schools Nursery To VII"
Jamnabai Narsee School,"102, Zodiac Avenue, Ellis Bridge, Ahmedabad - 380006, Opposite Mayors Bunglow, Near Law Garden","+(91)-9727711910 , 9727711960",http://www.jns.ac.in,,2.3,"Schools , English Medium Schools , ICSE Schools , International Schools"
I P Mission School,"I P Mission High School Compound, Raikhad, Ahmedabad - 380001, Near Victoria Garden","+(91)-79-25324308 , +(91)-9586439098 , 7600879193 , 65124408 , 25331077 , 25335050",,,4.0,"Schools , English Medium Schools , Gujarati Medium Schools , Gseb Schools"
Gurukul Vidhya Mandir,"Isanpur, Ahmedabad - 382443, Nr Vatva Isanpur Chowki",+(91)-79-25833777,,,3.0,"Schools , Gujarati Medium Schools , Kindergartens , Schools For Higher Secondary , Schools For Secondary"
Cadila High School,"2nd Floor, Vijaypath Building, Relief Road, Ahmedabad Ho, Ahmedabad - 380001, Haja Patels Pole, Behi...","+(91)-79-65246146 , +(91)-9227214065",,,3.8,"Schools , English Medium Schools , Gujarati Medium Schools , Hindi Medium Schools , Schools For Higher Secondary"
New Education High School,"Relief Road, Ahmedabad - 380001, Opp Nagar Chasmaghar","+(91)-79-25357694 , 26582850",,,4.6,"Schools , English Medium Schools , Gujarati Medium Schools , Kindergartens , Gseb Schools , Schools For Higher Secondary , Educational Institutions , Schools For Secondary"
Earth English School,"Civil Campus Road, Shahibaug, Ahmedabad - 380004, Near Green Park","+(91)-79-65259422 , +(91)-9428313842 , 9825413482 , 9998558813 , 22866100",,,3.4,"Schools , CBSE Schools , Playgroups , English Medium Schools , Gujarati Medium Schools , Kindergartens , Gseb Schools , Nursery Schools"
Sheth Shree Haribhai Hathibhai Patel High School,"Sabarmati, Ahmedabad - 380005, Near Police Chowky, Ramnagar",+(91)-79-27506802,,,4.3,"Schools , English Medium Schools , Gujarati Medium Schools , Gseb Schools"
M G High School,"Mahatma Gandhi Marg, Kubernagar, Ahmedabad - 382340","+(91)-79-22813717 , 27621169",http://www.mgschool.org,,3.8,"Schools , English Medium Schools , Gseb Schools"
F D High School For Girls,"F D College Road, Jamalpur, Ahmedabad - 380022, Near Jamalpur Gate",+(91)-79-25382259,,,3.9,"Schools , Gujarati Medium Schools , Gseb Schools , Girls Schools"
Swaminarayan Kanya Vidyalay,"Gomtipur, Ahmedabad - 380021, Nr Amrapali Cinema",+(91)-79-22770035,,,4.5,"Schools , Gujarati Medium Schools , Girls Schools"
